FIGHTER,HEIGHT_fighter,WEIGHT_fighter,REACH_fighter,STANCE_fighter,Fights,Win,DRAW,Lost,No_contest,TotalTime,KD_fighter,SUB.ATT_fighter,REV._fighter,CTRL_fighter,SIG.STR._landed_fighter,SIG.STR._attemps_fighter,TOTAL STR._landed_fighter,TOTAL STR._attemps_fighter,TD_landed_fighter,TD_attemps_fighter,HEAD_landed_fighter,HEAD_attemps_fighter,BODY_landed_fighter,BODY_attemps_fighter,LEG_landed_fighter,LEG_attemps_fighter,DISTANCE_landed_fighter,DISTANCE_attemps_fighter,CLINCH_landed_fighter,CLINCH_attemps_fighter,GROUND_landed_fighter,GROUND_attemps_fighter,KD_opponent,SUB.ATT_opponent,REV._opponent,CTRL_opponent,SIG.STR._landed_opponent,SIG.STR._attemps_opponent,TOTAL STR._landed_opponent,TOTAL STR._attemps_opponent,TD_landed_opponent,TD_attemps_opponent,HEAD_landed_opponent,HEAD_attemps_opponent,BODY_landed_opponent,BODY_attemps_opponent,LEG_landed_opponent,LEG_attemps_opponent,DISTANCE_landed_opponent,DISTANCE_attemps_opponent,CLINCH_landed_opponent,CLINCH_attemps_opponent,GROUND_landed_opponent,GROUND_attemps_opponent,form_skore_fighter,Win_Decision,Win_Other,Win-striking,Win-ground,Lost_Decision,Lost_Other,Lost-striking,Lost-ground,AGE,fights_coef,lost_ground_rat,coef_zada,ground_def_skill,fights_coef_gr_att,win_ground_rat,coef_kontrola,ground_att_skill,fights_coef_str_def,lost_str_rat,coef_nohy,stand_def_skill,fights_coef_str_att,stand_att_skill,fights_coef_stamina,avg_time,win_dec_rat,stamina
Josh Fremd,76.0,185.0,0.0,0,2,0,0,2,0,1249,0.0,1.0,1.0,196,55,108,70,124,1,2,24,72,24,29,7,7,35,82,16,21,4,5,0.0,4.0,0.0,811.0,58.0,91.0,105.0,149.0,11.0,15.0,46.0,76.0,9.0,10.0,3.0,5.0,18.0,40.0,6.0,14.0,34.0,37.0,-0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.5,0.6493194555644516,34.52041633306645,-0.6666666666666666,0.0,0.15692554043234588,19.061649319455565,2.0,0.0,0.19375500400320256,49.7502001601281,-0.6666666666666666,20.718975180144113,-0.6666666666666666,2.0816666666666666,0.0,23.748333333333335
Josh Grispi,71.0,145.0,74.0,Orthodox,4,0,0,4,0,2789,0.0,4.0,0.0,478,40,107,76,144,7,16,14,69,10,18,16,20,30,86,5,13,5,8,1.0,1.0,2.0,1771.0,190.0,341.0,395.0,573.0,3.0,4.0,131.0,269.0,41.0,49.0,18.0,23.0,65.0,142.0,58.0,102.0,67.0,97.0,-1.4000000000000001,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,34.0,0.0,0.25,0.634994621728218,43.45016134815346,0.0,0.0,0.17138759411975618,27.712441735389028,2.0,0.25,0.19361778415202582,39.744711366081034,0.0,28.712800286841162,0.0,2.3241666666666667,0.0,27.324166666666667
Josh Haynes,69.0,170.0,0.0,Orthodox,3,0,0,3,0,1919,1.0,0.0,1.0,250,40,178,63,204,2,11,24,154,10,16,6,8,22,137,9,19,9,22,3.0,4.0,0.0,434.0,129.0,273.0,152.0,296.0,4.0,7.0,88.0,226.0,34.0,39.0,7.0,8.0,78.0,194.0,38.0,60.0,13.0,19.0,-1.2000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,45.0,-1.0,0.0,0.22615945805106827,62.21521625846795,-0.25,0.0,0.13027618551328818,22.862428348097968,1.0,0.6666666666666666,0.6435643564356436,40.07590759075908,-0.25,45.960396039603964,-0.25,2.132222222222222,0.0,25.88222222222222
Josh Hendricks,74.0,235.0,0.0,Southpaw,1,0,0,1,0,61,0.0,0.0,0.0,0,1,5,6,10,0,0,1,5,0,0,0,0,0,2,1,3,0,0,1.0,0.0,0.0,4.0,12.0,17.0,12.0,17.0,0.0,0.0,7.0,11.0,5.0,6.0,0.0,0.0,3.0,7.0,7.0,8.0,2.0,2.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,-3.0,0.0,0.06557377049180328,65.0327868852459,-1.5,0.0,0.0,2.0,0.5,1.0,0.9344262295081968,37.87704918032787,-1.5,44.049180327868854,-1.5,0.20333333333333334,0.0,17.703333333333333
Josh Koscheck,70.0,170.0,73.0,Orthodox,25,15,0,10,0,14336,4.0,7.0,1.0,5529,428,1183,876,1654,40,83,322,1041,80,110,26,32,204,880,45,69,179,234,6.0,25.0,2.0,1464.0,527.0,1431.0,872.0,1797.0,10.0,28.0,319.0,1139.0,45.0,83.0,163.0,209.0,413.0,1275.0,74.0,97.0,40.0,59.0,-1.5000000000000002,6.0,0.0,3.0,6.0,4.0,0.0,2.0,4.0,45.0,4.2,0.16,0.10212053571428571,66.33638392857144,1.05,0.12,0.3856724330357143,60.755259486607144,8.333333333333334,0.08,0.51220703125,65.62161458333334,0.9130434782608695,59.40583814538043,1.9090909090909092,1.9114666666666669,0.24,46.05692121212121
Josh Neer,71.0,170.0,72.0,Orthodox,15,6,0,9,0,8998,1.0,13.0,2.0,1964,473,1059,752,1356,10,24,352,910,72,90,49,59,222,656,139,219,112,184,3.0,8.0,1.0,3298.0,544.0,1286.0,1016.0,1839.0,37.0,64.0,357.0,1047.0,137.0,184.0,50.0,55.0,317.0,910.0,156.0,229.0,71.0,147.0,-0.9000000000000001,2.0,1.0,0.0,3.0,5.0,0.0,1.0,3.0,39.0,2.75,0.2,0.3665258946432541,55.75422316070238,0.8461538461538461,0.0,0.21827072682818405,48.976028861114436,7.5,0.06666666666666667,0.41520337852856193,61.44146847447581,0.6875,46.93415203378529,1.1,1.9995555555555555,0.13333333333333333,37.83288888888889
Josh Parisian,76.0,265.0,79.0,Orthodox,4,2,0,2,0,3090,0.0,0.0,0.0,501,245,470,349,612,4,13,148,355,76,92,21,23,166,360,61,85,18,25,1.0,2.0,0.0,1321.0,264.0,458.0,582.0,813.0,8.0,12.0,187.0,378.0,47.0,50.0,30.0,30.0,180.0,354.0,59.0,71.0,25.0,33.0,0.19999999999999998,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,33.0,0.0,0.25,0.4275080906148867,49.6747572815534,0.0,0.0,0.16213592233009708,38.54611650485437,4.0,0.0,0.4103559870550162,60.41423948220065,0.0,38.46601941747573,0.0,2.575,0.25,37.575
Josh Quinlan,72.0,170.0,72.0,Orthodox,1,1,0,0,0,129,1.0,0.0,0.0,0,3,12,3,12,0,0,2,8,0,0,1,4,3,12,0,0,0,0,0.0,0.0,0.0,27.0,1.0,12.0,2.0,13.0,1.0,2.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,-3.0,0.0,0.20930232558139536,60.72093023255814,-1.5,1.0,0.0,2.0,1.0,0.0,0.7906976744186046,72.62790697674419,-3.0,64.5813953488372,-3.0,0.43,0.0,10.43
Josh Rafferty,72.0,170.0,0.0,Orthodox,1,0,0,1,0,100,0.0,1.0,0.0,0,1,3,2,4,0,1,0,1,1,1,0,1,1,3,0,0,0,0,0.0,0.0,0.0,63.0,6.0,12.0,12.0,19.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,8.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,-1.5,1.0,0.63,19.6,-1.5,0.0,0.0,2.0,1.0,0.0,0.37,55.8,-1.5,18.65,-1.5,0.3333333333333333,0.0,17.833333333333332
Josh Samman,75.0,185.0,79.0,Orthodox,5,3,0,2,0,2476,2.0,1.0,1.0,730,86,163,187,276,3,9,34,92,35,54,17,17,36,77,36,62,14,24,0.0,3.0,2.0,1285.0,102.0,156.0,319.0,385.0,6.0,9.0,84.0,132.0,17.0,22.0,1.0,2.0,13.0,38.0,14.0,18.0,75.0,100.0,-0.2999999999999999,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,34.0,0.3333333333333333,0.4,0.5189822294022617,42.763866451265486,0.2,0.4,0.2948303715670436,44.66736672051696,5.0,0.0,0.18618739903069467,52.44749596122779,0.25,49.37843295638126,0.3333333333333333,1.6506666666666667,0.0,28.317333333333334
Josh Sampo,64.0,125.0,64.0,Orthodox,4,1,0,3,0,2557,0.0,6.0,1.0,428,85,233,194,347,3,9,46,165,23,46,16,22,64,192,10,21,11,20,1.0,2.0,2.0,612.0,126.0,286.0,168.0,329.0,6.0,10.0,73.0,213.0,33.0,44.0,20.0,29.0,110.0,261.0,4.0,6.0,12.0,19.0,-1.0000000000000002,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,38.0,0.0,0.25,0.23934298005475166,55.319710598357446,0.0,0.0,0.16738365271802894,38.7822643723113,4.0,0.0,0.5932733672272194,67.73093468908877,0.0,46.69730152522487,0.0,2.1308333333333334,0.0,27.130833333333335
Josh Shockley,73.0,155.0,0.0,Orthodox,2,0,0,2,0,1197,0.0,1.0,0.0,115,28,84,47,107,0,2,20,65,7,17,1,2,17,58,8,20,3,6,0.0,1.0,0.0,588.0,35.0,88.0,70.0,126.0,5.0,13.0,19.0,61.0,10.0,19.0,6.0,8.0,20.0,62.0,6.0,7.0,9.0,19.0,-0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,33.0,-1.0,0.5,0.49122807017543857,39.26315789473684,-0.6666666666666666,0.0,0.0960735171261487,16.32330827067669,2.0,0.0,0.4126984126984127,58.507936507936506,-0.6666666666666666,30.57142857142857,-0.6666666666666666,1.995,0.0,23.66166666666667
Josh Shockman,76.0,235.0,0.0,Southpaw,1,0,0,1,0,900,0.0,0.0,0.0,27,13,40,50,83,0,0,1,22,2,7,10,11,13,40,0,0,0,0,0.0,0.0,0.0,622.0,13.0,31.0,106.0,132.0,10.0,13.0,12.0,30.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,24.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,-3.0,0.0,0.6911111111111111,46.266666666666666,-1.5,0.0,0.03,3.3500000000000014,1.0,0.0,0.2788888888888889,52.15555555555556,-1.5,14.55,-1.5,3.0,0.0,20.5
Josh Stansbury,74.0,205.0,74.0,Orthodox,3,1,0,2,0,1881,0.0,2.0,0.0,722,101,185,241,330,0,5,69,147,17,23,15,15,64,134,22,28,15,23,1.0,0.0,0.0,306.0,111.0,246.0,188.0,329.0,1.0,8.0,71.0,191.0,24.0,36.0,16.0,19.0,85.0,199.0,18.0,31.0,8.0,16.0,-0.6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,38.0,-1.0,0.0,0.16267942583732056,64.11961722488039,-0.25,0.0,0.3838383838383838,34.272727272727266,1.5,0.3333333333333333,0.4534821903242956,46.3059542796385,-0.25,37.4066985645933,-0.3333333333333333,2.09,0.3333333333333333,38.75666666666667
Josh Thomson,70.0,155.0,71.0,Orthodox,7,3,0,4,0,5161,2.0,0.0,0.0,1213,197,457,291,557,11,30,98,313,41,66,58,78,128,335,37,63,32,59,3.0,8.0,1.0,870.0,247.0,522.0,402.0,689.0,7.0,12.0,131.0,339.0,65.0,113.0,51.0,70.0,168.0,416.0,36.0,50.0,43.0,56.0,-1.1000000000000003,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,44.0,3.0,0.0,0.1685719821739973,67.94284053478009,0.42857142857142855,0.14285714285714285,0.23503197054834335,42.14786724610402,3.5,0.14285714285714285,0.5963960472776594,61.64155617682067,0.42857142857142855,58.409250698923245,0.6,2.4576190476190476,0.14285714285714285,36.17190476190476
Joshua Burkman,70.0,170.0,72.0,Orthodox,19,6,0,12,1,12108,2.0,4.0,1.0,3059,543,1245,664,1376,34,92,259,863,91,146,193,236,364,977,125,193,54,75,4.0,12.0,3.0,2064.0,632.0,1315.0,1086.0,1797.0,14.0,51.0,396.0,1002.0,130.0,184.0,106.0,129.0,402.0,996.0,160.0,232.0,70.0,87.0,-1.5000000000000002,4.0,0.0,0.0,2.0,5.0,1.0,2.0,5.0,42.0,2.5,0.2631578947368421,0.17046580773042616,59.491288925981955,0.8333333333333334,0.0,0.2526428807400066,46.105771738563455,6.333333333333333,0.10526315789473684,0.5768913115295672,65.19845947872655,0.75,54.96010901883052,1.1538461538461537,2.1242105263157898,0.21052631578947367,41.314493927125504
Joshua Weems,68.0,135.0,69.0,Orthodox,1,0,0,1,0,247,0.0,0.0,0.0,63,18,26,22,32,2,3,9,15,6,7,3,4,12,19,6,7,0,0,0.0,1.0,0.0,56.0,9.0,23.0,15.0,30.0,0.0,2.0,8.0,21.0,0.0,0.0,1.0,2.0,8.0,21.0,0.0,1.0,1.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,-1.5,1.0,0.22672064777327935,31.698380566801617,-1.5,0.0,0.2550607287449393,13.477732793522268,1.0,0.0,0.5182186234817814,61.72874493927125,-1.5,25.31983805668016,-1.5,0.8233333333333334,0.0,18.323333333333334
Josiane Nunes,62.0,135.0,67.0,Southpaw,2,2,0,0,0,1194,3.0,0.0,0.0,48,150,351,171,374,0,0,109,294,20,32,21,25,124,310,19,28,7,13,0.0,0.0,0.0,221.0,87.0,182.0,106.0,203.0,3.0,10.0,38.0,124.0,32.0,41.0,17.0,17.0,78.0,171.0,6.0,6.0,3.0,5.0,0.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,-2.0,0.0,0.18509212730318259,62.447236180904525,-0.6666666666666666,0.5,0.04020100502512563,13.809045226130653,2.0,0.0,0.7747068676716918,72.98827470686767,-1.0,65.36180904522612,-2.0,1.99,0.5,36.99
Journey Newson,65.0,135.0,67.0,Orthodox,5,1,0,3,1,2779,1.0,1.0,0.0,57,128,387,161,431,2,6,49,264,37,63,42,60,116,374,3,4,9,9,1.0,0.0,0.0,589.0,112.0,338.0,156.0,388.0,9.0,16.0,58.0,259.0,23.0,42.0,31.0,37.0,92.0,312.0,11.0,16.0,9.0,10.0,-0.40000000000000013,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,33.0,1.0,0.0,0.21194674343288952,64.64159769701331,0.16666666666666666,0.0,0.020510975170924792,22.922993882691614,2.5,0.2,0.7675422813961856,65.20169125584742,0.16666666666666666,56.53940266282835,0.25,1.8526666666666665,0.2,36.102666666666664
Juan Adams,77.0,265.0,80.0,Orthodox,4,1,0,3,0,1722,0.0,0.0,0.0,360,177,347,238,410,2,3,136,300,31,35,10,12,98,251,43,51,36,45,1.0,0.0,0.0,396.0,128.0,191.0,161.0,228.0,3.0,4.0,102.0,162.0,19.0,22.0,7.0,7.0,67.0,122.0,23.0,29.0,38.0,40.0,-1.0000000000000002,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,31.0,0.0,0.25,0.22996515679442509,55.60104529616724,0.0,0.25,0.20905923344947736,29.407665505226483,2.0,0.25,0.5609756097560976,54.4390243902439,0.0,56.493902439024396,0.0,1.435,0.0,26.435
Juan Espino,75.0,255.0,80.0,0,3,2,0,1,0,1109,0.0,3.0,0.0,532,44,62,109,137,11,14,36,51,6,6,2,5,9,24,9,9,26,29,0.0,0.0,0.0,341.0,36.0,60.0,70.0,97.0,2.0,4.0,23.0,46.0,8.0,8.0,5.0,6.0,8.0,22.0,10.0,11.0,18.0,27.0,0.20000000000000007,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,42.0,-1.0,0.0,0.30748422001803427,59.775473399458974,-0.5,0.0,0.47971145175834085,65.58701532912534,3.0,0.0,0.21280432822362488,51.512173128944994,-0.25,26.57619477006312,-0.5,1.2322222222222223,0.0,23.732222222222223
Juan Manuel Puig,69.0,145.0,0.0,Orthodox,2,0,0,2,0,159,0.0,0.0,0.0,0,13,55,13,55,0,0,4,40,1,1,8,14,13,55,0,0,0,0,2.0,0.0,0.0,9.0,19.0,39.0,20.0,40.0,0.0,0.0,19.0,39.0,0.0,0.0,0.0,0.0,12.0,28.0,0.0,2.0,7.0,9.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,33.0,-2.0,0.0,0.05660377358490566,66.30188679245283,-0.6666666666666666,0.0,0.0,12.0,0.6666666666666666,1.0,0.9433962264150944,38.40251572327044,-0.6666666666666666,54.45283018867924,-0.6666666666666666,0.265,0.0,21.93166666666667
Juancamilo Ronderos,64.0,125.0,0.0,0,1,0,0,1,0,138,0.0,0.0,0.0,0,11,32,12,33,0,2,5,25,2,2,4,5,8,27,3,5,0,0,0.0,1.0,0.0,23.0,9.0,28.0,9.0,28.0,0.0,0.0,4.0,19.0,4.0,8.0,1.0,1.0,9.0,28.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,-1.5,1.0,0.16666666666666666,33.5,-1.5,0.0,0.0,2.0,1.0,0.0,0.8333333333333334,74.33333333333334,-1.5,39.5,-1.5,0.46,0.0,17.96
Jules Bruchez,72.0,205.0,0.0,Southpaw,1,0,0,1,0,87,0.0,0.0,0.0,0,1,2,3,4,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0.0,2.0,0.0,65.0,8.0,15.0,13.0,20.0,1.0,1.0,8.0,15.0,0.0,0.0,0.0,0.0,5.0,11.0,2.0,3.0,1.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,-1.5,1.0,0.7471264367816092,16.086206896551726,-1.5,0.0,0.0,2.0,1.0,0.0,0.25287356321839083,51.11494252873563,-1.5,13.379310344827587,-1.5,0.29,0.0,17.79
Julia Avila,67.0,135.0,68.0,Orthodox,4,3,0,1,0,2681,1.0,1.0,2.0,676,142,320,250,455,2,6,97,263,27,37,18,20,103,266,30,43,9,11,0.0,3.0,2.0,988.0,128.0,288.0,208.0,385.0,5.0,13.0,101.0,248.0,15.0,24.0,12.0,16.0,88.0,225.0,11.0,20.0,29.0,43.0,0.6000000000000001,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0,0.36851920925027976,58.94442372249161,0.0,0.25,0.25214472211861244,42.596512495337564,4.0,0.0,0.3793360686311078,59.173442745244316,0.0,48.32012308839985,0.0,2.234166666666667,0.25,37.23416666666667
Julian Erosa,73.0,145.0,74.0,Southpaw,12,6,0,6,0,6566,1.0,5.0,0.0,996,661,1368,816,1542,13,26,421,1044,178,249,62,75,519,1175,112,158,30,35,7.0,3.0,1.0,979.0,674.0,1326.0,850.0,1528.0,10.0,26.0,499.0,1100.0,90.0,119.0,85.0,107.0,546.0,1124.0,78.0,120.0,50.0,82.0,1.1000000000000003,3.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,33.0,8.0,0.0,0.1491014316174231,73.52695705147731,0.7272727272727273,0.08333333333333333,0.15169052695705149,43.05334644034004,2.0,0.4166666666666667,0.6992080414255254,53.30165499035434,0.6666666666666666,63.21436186414864,1.1428571428571428,1.8238888888888887,0.25,42.5381746031746
Julian Marquez,74.0,185.0,72.0,Orthodox,5,3,0,2,0,2844,1.0,10.0,1.0,185,194,453,222,490,0,5,148,388,37,52,9,13,122,354,38,53,34,46,3.0,1.0,1.0,1047.0,193.0,389.0,241.0,450.0,13.0,23.0,141.0,320.0,36.0,49.0,16.0,20.0,147.0,319.0,29.0,40.0,17.0,30.0,0.10000000000000006,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,32.0,1.0,0.0,0.3681434599156118,59.95569620253164,0.3333333333333333,0.0,0.06504922644163151,53.92721518987342,2.5,0.2,0.5668073136427567,57.17229254571027,0.16666666666666666,47.50632911392405,0.3333333333333333,1.896,0.0,28.562666666666665
Julian Sanchez,75.0,300.0,0.0,Orthodox,1,0,0,1,0,45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,7.0,7.0,8.0,8.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5,1.0,0.0,38.5,-1.5,0.0,0.0,2.0,1.0,0.0,1.0,81.0,-1.5,47.0,-1.5,0.15,0.0,17.65
Juliana Lima,65.0,115.0,65.0,Orthodox,7,3,0,4,0,5753,0.0,0.0,3.0,2160,186,422,416,684,11,35,84,276,49,67,53,79,82,279,65,80,39,63,0.0,3.0,1.0,1566.0,202.0,459.0,521.0,824.0,7.0,24.0,85.0,304.0,82.0,110.0,35.0,45.0,84.0,304.0,77.0,101.0,41.0,54.0,-0.7,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,40.0,1.5,0.14285714285714285,0.27220580566660874,59.04811154428745,0.375,0.0,0.375456283678081,41.39553276551364,7.0,0.0,0.3523379106553103,61.09351642621241,0.375,40.355205979488964,0.6,2.7395238095238095,0.42857142857142855,47.882380952380956
Juliana Miller,67.0,125.0,0.0,0,1,1,0,0,0,837,0.0,1.0,0.0,580,54,85,110,156,4,4,43,72,5,7,6,6,25,41,4,5,25,39,0.0,0.0,1.0,76.0,30.0,48.0,52.0,74.0,0.0,0.0,16.0,33.0,5.0,5.0,9.0,10.0,28.0,45.0,1.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,-3.0,0.0,0.0908004778972521,64.27598566308244,-3.0,0.0,0.6929510155316607,60.182795698924735,1.0,0.0,0.2162485065710872,49.64994026284349,-1.5,11.731182795698924,-3.0,2.79,0.0,12.79
Julianna Pena,66.0,135.0,69.0,Orthodox,10,7,0,3,0,7437,0.0,7.0,1.0,2364,392,819,964,1483,16,29,297,696,82,105,13,18,210,541,63,80,119,198,3.0,5.0,2.0,2882.0,285.0,579.0,492.0,823.0,20.0,26.0,188.0,457.0,55.0,70.0,42.0,52.0,194.0,455.0,36.0,53.0,55.0,71.0,0.10000000000000006,3.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,33.0,2.0,0.2,0.3875218502084174,54.37434449374747,0.8571428571428571,0.0,0.31787010891488504,62.58986918688411,10.0,0.0,0.2946080408766976,61.784321635067904,0.5454545454545454,39.80281638490594,1.5,2.479,0.3,46.979
Julie Kedzie,65.0,135.0,0.0,Orthodox,2,0,0,2,0,1800,0.0,0.0,0.0,295,82,262,154,341,2,9,37,210,29,35,16,17,66,242,16,20,0,0,0.0,0.0,0.0,427.0,115.0,200.0,166.0,253.0,1.0,4.0,37.0,111.0,36.0,42.0,42.0,47.0,73.0,154.0,42.0,46.0,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,-2.0,0.0,0.23722222222222222,60.88333333333333,-0.6666666666666666,0.0,0.1638888888888889,19.375,2.0,0.0,0.5988888888888889,65.95555555555555,-0.6666666666666666,38.95,-0.6666666666666666,3.0,0.0,24.666666666666668
Julija Stoliarenko,67.0,135.0,66.0,0,6,1,0,5,0,3856,0.0,5.0,1.0,271,177,427,275,532,3,12,122,343,30,47,25,37,161,404,10,16,6,7,0.0,1.0,2.0,1859.0,296.0,533.0,631.0,928.0,3.0,8.0,186.0,406.0,64.0,78.0,46.0,49.0,181.0,392.0,40.0,47.0,75.0,94.0,-0.7000000000000002,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,29.0,0.6666666666666666,0.3333333333333333,0.4821058091286307,46.203492392807746,0.3333333333333333,0.0,0.07028008298755187,34.662603734439834,6.0,0.0,0.44761410788381745,63.9045643153527,0.2857142857142857,43.571206283343216,0.3333333333333333,2.1422222222222222,0.0,28.808888888888887
Julio Arce,67.0,145.0,70.0,Southpaw,9,5,0,4,0,6904,1.0,3.0,0.0,492,474,1364,579,1496,4,13,342,1152,107,181,25,31,440,1307,27,47,7,10,4.0,0.0,1.0,919.0,360.0,1128.0,413.0,1194.0,1.0,20.0,171.0,831.0,97.0,169.0,92.0,128.0,296.0,1017.0,39.0,65.0,25.0,46.0,-0.30000000000000004,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,33.0,5.0,0.0,0.13311123986095016,71.0066628041715,0.5555555555555556,0.2222222222222222,0.0712630359212051,34.8735032831209,4.5,0.1111111111111111,0.7956257242178447,71.88058452426935,0.625,73.30315758980302,1.0,2.5570370370370368,0.2222222222222222,41.44592592592593
Julio Paulino,72.0,170.0,0.0,Orthodox,2,0,0,2,0,1800,0.0,1.0,1.0,192,29,104,70,147,0,0,16,79,11,18,2,7,18,81,7,16,4,7,0.0,1.0,2.0,1234.0,56.0,109.0,126.0,190.0,10.0,16.0,38.0,82.0,9.0,16.0,9.0,11.0,17.0,43.0,8.0,20.0,31.0,46.0,-0.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,47.0,-2.0,0.0,0.6855555555555556,47.43333333333333,-0.6666666666666666,0.0,0.10666666666666667,16.8,2.0,0.0,0.20777777777777778,50.31111111111111,-0.6666666666666666,21.35,-0.6666666666666666,3.0,0.0,24.666666666666668
Jumabieke Tuerxun,67.0,135.0,0.0,Orthodox,3,0,0,3,0,1907,0.0,2.0,0.0,113,51,176,79,209,1,9,31,142,11,21,9,13,40,153,7,19,4,4,1.0,3.0,1.0,828.0,98.0,243.0,218.0,376.0,6.0,18.0,48.0,178.0,15.0,21.0,35.0,44.0,61.0,194.0,19.0,25.0,18.0,24.0,-1.2000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,36.0,-0.5,0.3333333333333333,0.43418982695332986,46.474305191400106,-0.25,0.0,0.05925537493445202,19.66649187205034,1.5,0.3333333333333333,0.5065547981122182,48.4288585911554,-0.25,39.794965915049815,-0.25,2.118888888888889,0.0,25.86888888888889
Junie Browning,69.0,155.0,0.0,Orthodox,2,1,0,1,0,510,0.0,2.0,1.0,252,32,66,39,74,2,3,21,52,6,7,5,7,26,51,3,7,3,8,0.0,2.0,1.0,60.0,15.0,45.0,19.0,50.0,2.0,2.0,6.0,30.0,5.0,7.0,4.0,8.0,10.0,36.0,5.0,9.0,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,38.0,-1.0,0.5,0.11764705882352941,50.470588235294116,-1.0,0.0,0.49411764705882355,52.73529411764706,2.0,0.0,0.38823529411764707,57.529411764705884,-0.6666666666666666,29.47058823529412,-1.0,0.85,0.0,20.85
Junior Albini,75.0,264.0,74.0,Orthodox,5,1,0,4,0,1748,1.0,0.0,0.0,448,116,227,160,272,3,8,70,168,27,38,19,21,90,191,22,30,4,6,3.0,1.0,1.0,148.0,177.0,371.0,206.0,403.0,0.0,4.0,97.0,273.0,40.0,52.0,40.0,46.0,139.0,316.0,31.0,43.0,7.0,12.0,-1.3,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,31.0,0.5,0.2,0.08466819221967964,61.959954233409604,0.16666666666666666,0.2,0.2562929061784897,33.53318077803203,1.6666666666666667,0.4,0.6590389016018307,52.02822273073989,0.2,61.05675057208238,0.2,1.1653333333333333,0.0,27.165333333333333
Junior Assuncao,69.0,145.0,72.0,Orthodox,5,2,0,3,0,2589,1.0,2.0,1.0,1192,143,228,285,391,7,29,96,166,29,36,18,26,61,118,30,46,52,64,1.0,6.0,0.0,361.0,89.0,159.0,185.0,268.0,3.0,9.0,51.0,107.0,23.0,33.0,15.0,19.0,54.0,109.0,30.0,41.0,5.0,9.0,-0.30000000000000004,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,41.0,0.3333333333333333,0.4,0.13943607570490538,54.15025106218618,0.2,0.0,0.46040942448821937,52.11842410196987,5.0,0.0,0.40015449980687523,61.00617999227501,0.16666666666666666,40.006952491309384,0.25,1.7259999999999998,0.2,35.976
